row_id,section,metric_level,metric_code,bucket,access_level,locale,title,body
facet_deep_A3_extreme_low_en,facets_deepdive,facet,A3,extreme_low,paid,en,Altruism extreme low,Detailed insight: Altruism is extremely low ({{facets.A3.percentile}}th percentile).
facet_deep_A3_extreme_high_en,facets_deepdive,facet,A3,extreme_high,paid,en,Altruism extreme high,Detailed insight: Altruism is extremely high ({{facets.A3.percentile}}th percentile).
facet_deep_A3_extreme_low_zh,facets_deepdive,facet,A3,extreme_low,paid,zh-CN,利他 极低,深入解读：利他处于极低区间（百分位 {{facets.A3.percentile}}）。
facet_deep_A3_extreme_high_zh,facets_deepdive,facet,A3,extreme_high,paid,zh-CN,利他 极高,深入解读：利他处于极高区间（百分位 {{facets.A3.percentile}}）。
facet_deep_A4_extreme_low_en,facets_deepdive,facet,A4,extreme_low,paid,en,Cooperation extreme low,Detailed insight: Cooperation is extremely low ({{facets.A4.percentile}}th percentile).
facet_deep_A4_extreme_high_en,facets_deepdive,facet,A4,extreme_high,paid,en,Cooperation extreme high,Detailed insight: Cooperation is extremely high ({{facets.A4.percentile}}th percentile).
facet_deep_A4_extreme_low_zh,facets_deepdive,facet,A4,extreme_low,paid,zh-CN,合作 极低,深入解读：合作处于极低区间（百分位 {{facets.A4.percentile}}）。
facet_deep_A4_extreme_high_zh,facets_deepdive,facet,A4,extreme_high,paid,zh-CN,合作 极高,深入解读：合作处于极高区间（百分位 {{facets.A4.percentile}}）。
facet_deep_A5_extreme_low_en,facets_deepdive,facet,A5,extreme_low,paid,en,Modesty extreme low,Detailed insight: Modesty is extremely low ({{facets.A5.percentile}}th percentile).
facet_deep_A5_extreme_high_en,facets_deepdive,facet,A5,extreme_high,paid,en,Modesty extreme high,Detailed insight: Modesty is extremely high ({{facets.A5.percentile}}th percentile).
facet_deep_A5_extreme_low_zh,facets_deepdive,facet,A5,extreme_low,paid,zh-CN,谦逊 极低,深入解读：谦逊处于极低区间（百分位 {{facets.A5.percentile}}）。
facet_deep_A5_extreme_high_zh,facets_deepdive,facet,A5,extreme_high,paid,zh-CN,谦逊 极高,深入解读：谦逊处于极高区间（百分位 {{facets.A5.percentile}}）。
facet_deep_A6_extreme_low_en,facets_deepdive,facet,A6,extreme_low,paid,en,Sympathy extreme low,Detailed insight: Sympathy is extremely low ({{facets.A6.percentile}}th percentile).
facet_deep_A6_extreme_high_en,facets_deepdive,facet,A6,extreme_high,paid,en,Sympathy extreme high,Detailed insight: Sympathy is extremely high ({{facets.A6.percentile}}th percentile).
facet_deep_A6_extreme_low_zh,facets_deepdive,facet,A6,extreme_low,paid,zh-CN,同情心 极低,深入解读：同情心处于极低区间（百分位 {{facets.A6.percentile}}）。
facet_deep_A6_extreme_high_zh,facets_deepdive,facet,A6,extreme_high,paid,zh-CN,同情心 极高,深入解读：同情心处于极高区间（百分位 {{facets.A6.percentile}}）。
facet_deep_C1_extreme_low_en,facets_deepdive,facet,C1,extreme_low,paid,en,Self-Efficacy extreme low,Detailed insight: Self-Efficacy is extremely low ({{facets.C1.percentile}}th percentile).
facet_deep_C1_extreme_high_en,facets_deepdive,facet,C1,extreme_high,paid,en,Self-Efficacy extreme high,Detailed insight: Self-Efficacy is extremely high ({{facets.C1.percentile}}th percentile).
facet_deep_C1_extreme_low_zh,facets_deepdive,facet,C1,extreme_low,paid,zh-CN,自我效能 极低,深入解读：自我效能处于极低区间（百分位 {{facets.C1.percentile}}）。
facet_deep_C1_extreme_high_zh,facets_deepdive,facet,C1,extreme_high,paid,zh-CN,自我效能 极高,深入解读：自我效能处于极高区间（百分位 {{facets.C1.percentile}}）。
facet_deep_C2_extreme_low_en,facets_deepdive,facet,C2,extreme_low,paid,en,Orderliness extreme low,Detailed insight: Orderliness is extremely low ({{facets.C2.percentile}}th percentile).
facet_deep_C2_extreme_high_en,facets_deepdive,facet,C2,extreme_high,paid,en,Orderliness extreme high,Detailed insight: Orderliness is extremely high ({{facets.C2.percentile}}th percentile).
facet_deep_C2_extreme_low_zh,facets_deepdive,facet,C2,extreme_low,paid,zh-CN,条理性 极低,深入解读：条理性处于极低区间（百分位 {{facets.C2.percentile}}）。
facet_deep_C2_extreme_high_zh,facets_deepdive,facet,C2,extreme_high,paid,zh-CN,条理性 极高,深入解读：条理性处于极高区间（百分位 {{facets.C2.percentile}}）。
facet_deep_C3_extreme_low_en,facets_deepdive,facet,C3,extreme_low,paid,en,Dutifulness extreme low,Detailed insight: Dutifulness is extremely low ({{facets.C3.percentile}}th percentile).
facet_deep_C3_extreme_high_en,facets_deepdive,facet,C3,extreme_high,paid,en,Dutifulness extreme high,Detailed insight: Dutifulness is extremely high ({{facets.C3.percentile}}th percentile).
facet_deep_C3_extreme_low_zh,facets_deepdive,facet,C3,extreme_low,paid,zh-CN,责任感 极低,深入解读：责任感处于极低区间（百分位 {{facets.C3.percentile}}）。
facet_deep_C3_extreme_high_zh,facets_deepdive,facet,C3,extreme_high,paid,zh-CN,责任感 极高,深入解读：责任感处于极高区间（百分位 {{facets.C3.percentile}}）。
facet_deep_C4_extreme_low_en,facets_deepdive,facet,C4,extreme_low,paid,en,Achievement-Striving extreme low,Detailed insight: Achievement-Striving is extremely low ({{facets.C4.percentile}}th percentile).
facet_deep_C4_extreme_high_en,facets_deepdive,facet,C4,extreme_high,paid,en,Achievement-Striving extreme high,Detailed insight: Achievement-Striving is extremely high ({{facets.C4.percentile}}th percentile).
facet_deep_C4_extreme_low_zh,facets_deepdive,facet,C4,extreme_low,paid,zh-CN,成就追求 极低,深入解读：成就追求处于极低区间（百分位 {{facets.C4.percentile}}）。
facet_deep_C4_extreme_high_zh,facets_deepdive,facet,C4,extreme_high,paid,zh-CN,成就追求 极高,深入解读：成就追求处于极高区间（百分位 {{facets.C4.percentile}}）。
facet_deep_C5_extreme_low_en,facets_deepdive,facet,C5,extreme_low,paid,en,Self-Discipline extreme low,Detailed insight: Self-Discipline is extremely low ({{facets.C5.percentile}}th percentile).
facet_deep_C5_extreme_high_en,facets_deepdive,facet,C5,extreme_high,paid,en,Self-Discipline extreme high,Detailed insight: Self-Discipline is extremely high ({{facets.C5.percentile}}th percentile).
facet_deep_C5_extreme_low_zh,facets_deepdive,facet,C5,extreme_low,paid,zh-CN,自律 极低,深入解读：自律处于极低区间（百分位 {{facets.C5.percentile}}）。
facet_deep_C5_extreme_high_zh,facets_deepdive,facet,C5,extreme_high,paid,zh-CN,自律 极高,深入解读：自律处于极高区间（百分位 {{facets.C5.percentile}}）。
facet_deep_C6_extreme_low_en,facets_deepdive,facet,C6,extreme_low,paid,en,Cautiousness extreme low,Detailed insight: Cautiousness is extremely low ({{facets.C6.percentile}}th percentile).
facet_deep_C6_extreme_high_en,facets_deepdive,facet,C6,extreme_high,paid,en,Cautiousness extreme high,Detailed insight: Cautiousness is extremely high ({{facets.C6.percentile}}th percentile).
facet_deep_C6_extreme_low_zh,facets_deepdive,facet,C6,extreme_low,paid,zh-CN,审慎 极低,深入解读：审慎处于极低区间（百分位 {{facets.C6.percentile}}）。
facet_deep_C6_extreme_high_zh,facets_deepdive,facet,C6,extreme_high,paid,zh-CN,审慎 极高,深入解读：审慎处于极高区间（百分位 {{facets.C6.percentile}}）。
disclaimer_top_en,disclaimer_top,global,disclaimer_top,all,free,en,Important note,This personality report is for self-reflection only and is not a medical or psychiatric diagnosis.
disclaimer_top_zh,disclaimer_top,global,disclaimer_top,all,free,zh-CN,重要提示,本人格报告仅用于自我了解，不构成医学或精神健康诊断。
disclaimer_en,disclaimer,global,disclaimer,all,free,en,Disclaimer,"This report provides educational personality insights and is not a clinical assessment, diagnosis, or treatment recommendation. If you are in distress, seek professional support."
disclaimer_zh,disclaimer,global,disclaimer,all,free,zh-CN,免责声明,本报告仅提供人格教育与自我反思参考，不构成临床评估、诊断或治疗建议。如你正处于心理困扰，请及时寻求专业帮助。
